STATE/UT,DISTRICT,YEAR,THEFT
TAMIL NADU,THIRUVANNAMALAI,2011,188
TAMIL NADU,THIRUVANNAMALAI,2006,175
TAMIL NADU,THIRUVARUR,2003,242
TAMIL NADU,THIRUVARUR,2005,234
TAMIL NADU,THIRUVARUR,2006,222
TAMIL NADU,THIRUVARUR,2004,215
TAMIL NADU,THIRUVARUR,2010,189
TAMIL NADU,THIRUVARUR,2001,182
TAMIL NADU,THIRUVARUR,2007,175
TAMIL NADU,THIRUVARUR,2012,175
TAMIL NADU,THIRUVARUR,2002,170
TAMIL NADU,THIRUVARUR,2011,134
TAMIL NADU,THIRUVARUR,2009,132
TAMIL NADU,THIRUVARUR,2008,123
TAMIL NADU,THOOTHUGUDI,2008,555
TAMIL NADU,THOOTHUGUDI,2003,550
TAMIL NADU,THOOTHUGUDI,2009,525
TAMIL NADU,THOOTHUGUDI,2004,516
TAMIL NADU,THOOTHUGUDI,2002,514
TAMIL NADU,THOOTHUGUDI,2001,484
TAMIL NADU,THOOTHUGUDI,2005,429
TAMIL NADU,THOOTHUGUDI,2006,418
TAMIL NADU,THOOTHUGUDI,2007,411
TAMIL NADU,THOOTHUGUDI,2011,393
TAMIL NADU,THOOTHUGUDI,2010,336
TAMIL NADU,THOOTHUGUDI,2012,248
MANIPUR,THOUBAL,2012,94
MANIPUR,THOUBAL,2011,65
MANIPUR,THOUBAL,2008,62
MANIPUR,THOUBAL,2010,43
MANIPUR,THOUBAL,2007,40
MANIPUR,THOUBAL,2003,33
MANIPUR,THOUBAL,2009,28
MANIPUR,THOUBAL,2005,27
MANIPUR,THOUBAL,2001,20
MANIPUR,THOUBAL,2002,18
MANIPUR,THOUBAL,2006,18
MANIPUR,THOUBAL,2004,14
KERALA,THRISSUR,2004,547
KERALA,THRISSUR,2001,516
KERALA,THRISSUR,2003,488
KERALA,THRISSUR,2008,453
KERALA,THRISSUR,2005,445
KERALA,THRISSUR,2006,430
KERALA,THRISSUR,2009,409
KERALA,THRISSUR,2002,405
KERALA,THRISSUR,2007,356
KERALA,THRISSUR,2010,296
KERALA,THRISSUR COMMR.,2012,164
KERALA,THRISSUR COMMR.,2011,144
KERALA,THRISSUR RURAL,2011,251
KERALA,THRISSUR RURAL,2012,202
MADHYA PRADESH,TIKAMGARH,2004,214
MADHYA PRADESH,TIKAMGARH,2007,207
MADHYA PRADESH,TIKAMGARH,2002,204
MADHYA PRADESH,TIKAMGARH,2005,187
MADHYA PRADESH,TIKAMGARH,2001,172
MADHYA PRADESH,TIKAMGARH,2010,172
MADHYA PRADESH,TIKAMGARH,2006,170
MADHYA PRADESH,TIKAMGARH,2008,160
MADHYA PRADESH,TIKAMGARH,2003,154
MADHYA PRADESH,TIKAMGARH,2011,142
MADHYA PRADESH,TIKAMGARH,2009,140
MADHYA PRADESH,TIKAMGARH,2012,105
ASSAM,TINSUKIA,2006,1144
ASSAM,TINSUKIA,2008,682
ASSAM,TINSUKIA,2009,632
ASSAM,TINSUKIA,2010,562
ASSAM,TINSUKIA,2007,533
ASSAM,TINSUKIA,2012,496
ASSAM,TINSUKIA,2011,400
ASSAM,TINSUKIA,2005,374
ASSAM,TINSUKIA,2001,350
ASSAM,TINSUKIA,2004,336
ASSAM,TINSUKIA,2002,333
ASSAM,TINSUKIA,2003,199
ARUNACHAL PRADESH,TIRAP,2012,31
ARUNACHAL PRADESH,TIRAP,2003,25
ARUNACHAL PRADESH,TIRAP,2009,25
ARUNACHAL PRADESH,TIRAP,2008,24
ARUNACHAL PRADESH,TIRAP,2004,21
ARUNACHAL PRADESH,TIRAP,2011,21
ARUNACHAL PRADESH,TIRAP,2002,20
ARUNACHAL PRADESH,TIRAP,2001,17
ARUNACHAL PRADESH,TIRAP,2005,17
ARUNACHAL PRADESH,TIRAP,2007,16
ARUNACHAL PRADESH,TIRAP,2010,14
ARUNACHAL PRADESH,TIRAP,2006,11
ANDHRA PRADESH,TIRUPATHI URBAN,2011,839
ANDHRA PRADESH,TIRUPATHI URBAN,2010,636
ANDHRA PRADESH,TIRUPATHI URBAN,2012,630
TAMIL NADU,TIRUPPUR,2009,905
TAMIL NADU,TIRUPPUR,2011,827
TAMIL NADU,TIRUPPUR,2010,800
TAMIL NADU,TIRUPPUR,2012,554
RAJASTHAN,TONK,2005,368
RAJASTHAN,TONK,2006,334
RAJASTHAN,TONK,2009,333
RAJASTHAN,TONK,2004,318
RAJASTHAN,TONK,2008,314
RAJASTHAN,TONK,2001,298
RAJASTHAN,TONK,2002,294
RAJASTHAN,TONK,2003,291
RAJASTHAN,TONK,2007,271
RAJASTHAN,TONK,2011,261
RAJASTHAN,TONK,2010,255
RAJASTHAN,TONK,2012,233
A & N ISLANDS,TOTAL,2009,134
A & N ISLANDS,TOTAL,2008,128
A & N ISLANDS,TOTAL,2010,121
A & N ISLANDS,TOTAL,2007,112
A & N ISLANDS,TOTAL,2004,103
A & N ISLANDS,TOTAL,2006,101
A & N ISLANDS,TOTAL,2005,92
A & N ISLANDS,TOTAL,2011,88
A & N ISLANDS,TOTAL,2012,71
A & N ISLANDS,TOTAL,2001,65
A & N ISLANDS,TOTAL,2003,60
A & N ISLANDS,TOTAL,2002,49
ANDHRA PRADESH,TOTAL,2011,28267
ANDHRA PRADESH,TOTAL,2012,27475
ANDHRA PRADESH,TOTAL,2010,26756
ANDHRA PRADESH,TOTAL,2008,25362
ANDHRA PRADESH,TOTAL,2009,24692
ANDHRA PRADESH,TOTAL,2007,24391
ANDHRA PRADESH,TOTAL,2005,23778
ANDHRA PRADESH,TOTAL,2004,23578
ANDHRA PRADESH,TOTAL,2006,23510
ANDHRA PRADESH,TOTAL,2003,23408
ANDHRA PRADESH,TOTAL,2002,19222
ANDHRA PRADESH,TOTAL,2001,16751
ARUNACHAL PRADESH,TOTAL,2005,531
ARUNACHAL PRADESH,TOTAL,2007,513
ARUNACHAL PRADESH,TOTAL,2006,451
ARUNACHAL PRADESH,TOTAL,2008,445
ARUNACHAL PRADESH,TOTAL,2010,445
ARUNACHAL PRADESH,TOTAL,2001,443
ARUNACHAL PRADESH,TOTAL,2011,414
ARUNACHAL PRADESH,TOTAL,2012,402
ARUNACHAL PRADESH,TOTAL,2002,395
ARUNACHAL PRADESH,TOTAL,2004,388
ARUNACHAL PRADESH,TOTAL,2009,381
ARUNACHAL PRADESH,TOTAL,2003,370
ASSAM,TOTAL,2012,9394
ASSAM,TOTAL,2011,8309
ASSAM,TOTAL,2008,8012
ASSAM,TOTAL,2010,7860
ASSAM,TOTAL,2006,7820
ASSAM,TOTAL,2007,7754
ASSAM,TOTAL,2009,7644
ASSAM,TOTAL,2005,6369
ASSAM,TOTAL,2004,5866
ASSAM,TOTAL,2002,5555
ASSAM,TOTAL,2003,5525
ASSAM,TOTAL,2001,5367
BIHAR,TOTAL,2012,17667
BIHAR,TOTAL,2011,16292
BIHAR,TOTAL,2010,15544
BIHAR,TOTAL,2009,15221
BIHAR,TOTAL,2008,13206
BIHAR,TOTAL,2007,11795
BIHAR,TOTAL,2006,11752
BIHAR,TOTAL,2004,11113
BIHAR,TOTAL,2005,10812
BIHAR,TOTAL,2002,10145
BIHAR,TOTAL,2003,10124
BIHAR,TOTAL,2001,9701
CHANDIGARH,TOTAL,2008,1991
CHANDIGARH,TOTAL,2007,1740
CHANDIGARH,TOTAL,2009,1731
CHANDIGARH,TOTAL,2002,1647
CHANDIGARH,TOTAL,2012,1549
CHANDIGARH,TOTAL,2001,1529
CHANDIGARH,TOTAL,2011,1502
CHANDIGARH,TOTAL,2010,1481
CHANDIGARH,TOTAL,2004,1459
CHANDIGARH,TOTAL,2005,1373
CHANDIGARH,TOTAL,2003,1238
CHANDIGARH,TOTAL,2006,1234
CHHATTISGARH,TOTAL,2008,6079
CHHATTISGARH,TOTAL,2010,5805
CHHATTISGARH,TOTAL,2009,5792
CHHATTISGARH,TOTAL,2005,5600
CHHATTISGARH,TOTAL,2007,5381
CHHATTISGARH,TOTAL,2012,5341
CHHATTISGARH,TOTAL,2011,5315
CHHATTISGARH,TOTAL,2006,5262
CHHATTISGARH,TOTAL,2004,5014
CHHATTISGARH,TOTAL,2001,4812
CHHATTISGARH,TOTAL,2002,4302
CHHATTISGARH,TOTAL,2003,4170
D & N HAVELI,TOTAL,2007,87
D & N HAVELI,TOTAL,2002,75
D & N HAVELI,TOTAL,2005,74
D & N HAVELI,TOTAL,2011,69
D & N HAVELI,TOTAL,2012,68
D & N HAVELI,TOTAL,2009,63
D & N HAVELI,TOTAL,2010,63
D & N HAVELI,TOTAL,2003,61
D & N HAVELI,TOTAL,2006,61
D & N HAVELI,TOTAL,2008,54
D & N HAVELI,TOTAL,2004,53
D & N HAVELI,TOTAL,2001,45
DAMAN & DIU,TOTAL,2006,63
DAMAN & DIU,TOTAL,2002,56
DAMAN & DIU,TOTAL,2012,55
DAMAN & DIU,TOTAL,2005,50
DAMAN & DIU,TOTAL,2008,49
DAMAN & DIU,TOTAL,2010,47
DAMAN & DIU,TOTAL,2011,47
DAMAN & DIU,TOTAL,2003,46
DAMAN & DIU,TOTAL,2007,43
DAMAN & DIU,TOTAL,2009,41
DAMAN & DIU,TOTAL,2001,40
DAMAN & DIU,TOTAL,2004,27
GOA,TOTAL,2011,1115
GOA,TOTAL,2010,1034
GOA,TOTAL,2012,915
GOA,TOTAL,2009,858
GOA,TOTAL,2008,601
GOA,TOTAL,2001,576
GOA,TOTAL,2004,503
GOA,TOTAL,2002,496
GOA,TOTAL,2005,495
GOA,TOTAL,2006,494
GOA,TOTAL,2007,494
GOA,TOTAL,2003,464
GUJARAT,TOTAL,2008,20715
GUJARAT,TOTAL,2009,19669
GUJARAT,TOTAL,2003,19304
GUJARAT,TOTAL,2004,18551
GUJARAT,TOTAL,2006,18475
GUJARAT,TOTAL,2007,18164
GUJARAT,TOTAL,2005,17964
GUJARAT,TOTAL,2010,16794
GUJARAT,TOTAL,2011,16043
GUJARAT,TOTAL,2012,15952
GUJARAT,TOTAL,2001,15834
GUJARAT,TOTAL,2002,15742
HARYANA,TOTAL,2012,17590
HARYANA,TOTAL,2011,17425
HARYANA,TOTAL,2010,16266
HARYANA,TOTAL,2009,12917
HARYANA,TOTAL,2008,12709
HARYANA,TOTAL,2007,11047
HARYANA,TOTAL,2006,10518
HARYANA,TOTAL,2005,8694
HARYANA,TOTAL,2004,6558
HARYANA,TOTAL,2001,6117
HARYANA,TOTAL,2002,5962
HARYANA,TOTAL,2003,5591
HIMACHAL PRADESH,TOTAL,2008,1152
HIMACHAL PRADESH,TOTAL,2007,1092
HIMACHAL PRADESH,TOTAL,2011,1042
HIMACHAL PRADESH,TOTAL,2010,838
HIMACHAL PRADESH,TOTAL,2009,823
HIMACHAL PRADESH,TOTAL,2006,812
HIMACHAL PRADESH,TOTAL,2012,769
HIMACHAL PRADESH,TOTAL,2005,696
HIMACHAL PRADESH,TOTAL,2004,643
HIMACHAL PRADESH,TOTAL,2003,627
HIMACHAL PRADESH,TOTAL,2001,600
HIMACHAL PRADESH,TOTAL,2002,564
JAMMU & KASHMIR,TOTAL,2011,2655
JAMMU & KASHMIR,TOTAL,2009,2631
JAMMU & KASHMIR,TOTAL,2010,2510
JAMMU & KASHMIR,TOTAL,2008,2198
JAMMU & KASHMIR,TOTAL,2007,2086
JAMMU & KASHMIR,TOTAL,2012,2022
JAMMU & KASHMIR,TOTAL,2002,2020
JAMMU & KASHMIR,TOTAL,2003,1949
JAMMU & KASHMIR,TOTAL,2004,1939
JAMMU & KASHMIR,TOTAL,2006,1937
JAMMU & KASHMIR,TOTAL,2001,1919
JAMMU & KASHMIR,TOTAL,2005,1901
JHARKHAND,TOTAL,2009,7716
JHARKHAND,TOTAL,2008,7269
JHARKHAND,TOTAL,2007,7091
JHARKHAND,TOTAL,2010,7090
JHARKHAND,TOTAL,2012,6680
JHARKHAND,TOTAL,2011,6378
JHARKHAND,TOTAL,2005,6195
JHARKHAND,TOTAL,2006,6173
JHARKHAND,TOTAL,2002,4374
JHARKHAND,TOTAL,2004,4374
JHARKHAND,TOTAL,2003,4155
JHARKHAND,TOTAL,2001,3827
KARNATAKA,TOTAL,2009,20576
KARNATAKA,TOTAL,2010,20093
KARNATAKA,TOTAL,2011,19834
KARNATAKA,TOTAL,2012,18418
KARNATAKA,TOTAL,2008,17820
KARNATAKA,TOTAL,2005,17008
KARNATAKA,TOTAL,2004,16093
KARNATAKA,TOTAL,2006,14901
KARNATAKA,TOTAL,2007,14351
KARNATAKA,TOTAL,2003,14180
KARNATAKA,TOTAL,2002,13818
KARNATAKA,TOTAL,2001,12868
KERALA,TOTAL,2008,5818
KERALA,TOTAL,2002,5743
KERALA,TOTAL,2007,5609
KERALA,TOTAL,2009,5564
KERALA,TOTAL,2005,5454
KERALA,TOTAL,2001,5441
KERALA,TOTAL,2006,5431
KERALA,TOTAL,2004,5240
KERALA,TOTAL,2003,4891
KERALA,TOTAL,2011,4704
KERALA,TOTAL,2010,4380
KERALA,TOTAL,2012,4078
LAKSHADWEEP,TOTAL,2007,20
LAKSHADWEEP,TOTAL,2006,17
LAKSHADWEEP,TOTAL,2002,12
LAKSHADWEEP,TOTAL,2001,10
LAKSHADWEEP,TOTAL,2009,10
LAKSHADWEEP,TOTAL,2003,8
LAKSHADWEEP,TOTAL,2008,8
LAKSHADWEEP,TOTAL,2005,7
LAKSHADWEEP,TOTAL,2012,7
LAKSHADWEEP,TOTAL,2004,5
LAKSHADWEEP,TOTAL,2010,5
LAKSHADWEEP,TOTAL,2011,4
MADHYA PRADESH,TOTAL,2008,24583
MADHYA PRADESH,TOTAL,2009,23260
MADHYA PRADESH,TOTAL,2012,23182
MADHYA PRADESH,TOTAL,2004,22586
MADHYA PRADESH,TOTAL,2011,22414
MADHYA PRADESH,TOTAL,2007,22396
MADHYA PRADESH,TOTAL,2006,21733
MADHYA PRADESH,TOTAL,2010,21577
MADHYA PRADESH,TOTAL,2002,20759
MADHYA PRADESH,TOTAL,2005,20685
MADHYA PRADESH,TOTAL,2003,20422
MADHYA PRADESH,TOTAL,2001,20263
MAHARASHTRA,TOTAL,2011,53449
MAHARASHTRA,TOTAL,2008,52860
MAHARASHTRA,TOTAL,2010,52565
MAHARASHTRA,TOTAL,2009,50930
MAHARASHTRA,TOTAL,2007,47681
MAHARASHTRA,TOTAL,2012,47476
MAHARASHTRA,TOTAL,2005,46851
MAHARASHTRA,TOTAL,2006,46473
MAHARASHTRA,TOTAL,2004,43952
MAHARASHTRA,TOTAL,2001,39866
MAHARASHTRA,TOTAL,2002,37606
MAHARASHTRA,TOTAL,2003,37098
MANIPUR,TOTAL,2012,903
MANIPUR,TOTAL,2011,719
MANIPUR,TOTAL,2007,454
MANIPUR,TOTAL,2008,446
MANIPUR,TOTAL,2010,417
MANIPUR,TOTAL,2009,394
MANIPUR,TOTAL,2006,290
MANIPUR,TOTAL,2002,255
MANIPUR,TOTAL,2003,252
MANIPUR,TOTAL,2004,244
MANIPUR,TOTAL,2005,243
MANIPUR,TOTAL,2001,217
MEGHALAYA,TOTAL,2011,696
MEGHALAYA,TOTAL,2008,669
MEGHALAYA,TOTAL,2010,664
MEGHALAYA,TOTAL,2009,545
MEGHALAYA,TOTAL,2012,543
MEGHALAYA,TOTAL,2007,500
MEGHALAYA,TOTAL,2005,476
MEGHALAYA,TOTAL,2006,470
MEGHALAYA,TOTAL,2004,418
MEGHALAYA,TOTAL,2002,392
MEGHALAYA,TOTAL,2003,360
MEGHALAYA,TOTAL,2001,271
MIZORAM,TOTAL,2003,1303
MIZORAM,TOTAL,2002,999
MIZORAM,TOTAL,2001,878
MIZORAM,TOTAL,2010,823
MIZORAM,TOTAL,2007,808
MIZORAM,TOTAL,2005,777
MIZORAM,TOTAL,2009,761
MIZORAM,TOTAL,2006,758
MIZORAM,TOTAL,2008,747
MIZORAM,TOTAL,2011,734
MIZORAM,TOTAL,2004,610
MIZORAM,TOTAL,2012,605
NAGALAND,TOTAL,2010,397
NAGALAND,TOTAL,2012,381
NAGALAND,TOTAL,2007,360
NAGALAND,TOTAL,2011,360
NAGALAND,TOTAL,2009,347
NAGALAND,TOTAL,2008,345
NAGALAND,TOTAL,2006,327
NAGALAND,TOTAL,2005,294
NAGALAND,TOTAL,2001,258
NAGALAND,TOTAL,2002,257
NAGALAND,TOTAL,2004,255
NAGALAND,TOTAL,2003,221
ODISHA,TOTAL,2012,9630
ODISHA,TOTAL,2011,8724
ODISHA,TOTAL,2010,7572
ODISHA,TOTAL,2008,7419
ODISHA,TOTAL,2009,7136
ODISHA,TOTAL,2007,6830
ODISHA,TOTAL,2005,6743
ODISHA,TOTAL,2006,6567
ODISHA,TOTAL,2004,5967
ODISHA,TOTAL,2001,5622
ODISHA,TOTAL,2003,5359
ODISHA,TOTAL,2002,5268
PUDUCHERRY,TOTAL,2007,787
PUDUCHERRY,TOTAL,2009,711
PUDUCHERRY,TOTAL,2011,707
PUDUCHERRY,TOTAL,2008,688
PUDUCHERRY,TOTAL,2012,658
PUDUCHERRY,TOTAL,2004,634
PUDUCHERRY,TOTAL,2003,567
PUDUCHERRY,TOTAL,2006,560
PUDUCHERRY,TOTAL,2010,534
PUDUCHERRY,TOTAL,2001,528
PUDUCHERRY,TOTAL,2002,526
PUDUCHERRY,TOTAL,2005,466
PUNJAB,TOTAL,2009,5624
PUNJAB,TOTAL,2008,5563
PUNJAB,TOTAL,2010,5446
PUNJAB,TOTAL,2012,5272
PUNJAB,TOTAL,2007,5173
PUNJAB,TOTAL,2011,4784
PUNJAB,TOTAL,2006,3946
PUNJAB,TOTAL,2003,3198
PUNJAB,TOTAL,2001,3023
PUNJAB,TOTAL,2002,2963
PUNJAB,TOTAL,2005,2924
PUNJAB,TOTAL,2004,2587
RAJASTHAN,TOTAL,2012,23314
RAJASTHAN,TOTAL,2010,22324
RAJASTHAN,TOTAL,2009,22144
RAJASTHAN,TOTAL,2011,21099
RAJASTHAN,TOTAL,2008,20411
RAJASTHAN,TOTAL,2007,19345
RAJASTHAN,TOTAL,2004,18842
RAJASTHAN,TOTAL,2005,17898
RAJASTHAN,TOTAL,2006,17889
RAJASTHAN,TOTAL,2001,16939
RAJASTHAN,TOTAL,2003,16456
RAJASTHAN,TOTAL,2002,16313
SIKKIM,TOTAL,2008,127
SIKKIM,TOTAL,2007,118
SIKKIM,TOTAL,2012,117
SIKKIM,TOTAL,2006,113
SIKKIM,TOTAL,2005,81
SIKKIM,TOTAL,2001,74
SIKKIM,TOTAL,2004,73
SIKKIM,TOTAL,2011,72
SIKKIM,TOTAL,2003,65
SIKKIM,TOTAL,2002,64
SIKKIM,TOTAL,2009,62
SIKKIM,TOTAL,2010,53
TAMIL NADU,TOTAL,2002,18755
TAMIL NADU,TOTAL,2003,18213
TAMIL NADU,TOTAL,2004,17530
TAMIL NADU,TOTAL,2001,16709
TAMIL NADU,TOTAL,2005,15851
TAMIL NADU,TOTAL,2009,15712
TAMIL NADU,TOTAL,2008,15019
TAMIL NADU,TOTAL,2010,14583
TAMIL NADU,TOTAL,2011,13924
TAMIL NADU,TOTAL,2006,13651
TAMIL NADU,TOTAL,2007,13217
TAMIL NADU,TOTAL,2012,11996
TRIPURA,TOTAL,2012,565
TRIPURA,TOTAL,2008,499
TRIPURA,TOTAL,2011,494
TRIPURA,TOTAL,2010,457
TRIPURA,TOTAL,2009,415
TRIPURA,TOTAL,2007,411
TRIPURA,TOTAL,2006,392
TRIPURA,TOTAL,2005,325
TRIPURA,TOTAL,2003,276
TRIPURA,TOTAL,2002,270
TRIPURA,TOTAL,2004,260
TRIPURA,TOTAL,2001,259
UTTAR PRADESH,TOTAL,2012,37376
UTTAR PRADESH,TOTAL,2011,36683
UTTAR PRADESH,TOTAL,2010,31153
UTTAR PRADESH,TOTAL,2009,29226
UTTAR PRADESH,TOTAL,2001,27011
UTTAR PRADESH,TOTAL,2008,25946
UTTAR PRADESH,TOTAL,2007,22816
UTTAR PRADESH,TOTAL,2004,22524
UTTAR PRADESH,TOTAL,2002,22419
UTTAR PRADESH,TOTAL,2005,20695
UTTAR PRADESH,TOTAL,2006,20447
UTTAR PRADESH,TOTAL,2003,15751
UTTARAKHAND,TOTAL,2010,2138
UTTARAKHAND,TOTAL,2011,2093
UTTARAKHAND,TOTAL,2012,1913
UTTARAKHAND,TOTAL,2006,1696
UTTARAKHAND,TOTAL,2005,1630
UTTARAKHAND,TOTAL,2008,1622
UTTARAKHAND,TOTAL,2009,1601
UTTARAKHAND,TOTAL,2004,1597
UTTARAKHAND,TOTAL,2007,1593
UTTARAKHAND,TOTAL,2001,1419
UTTARAKHAND,TOTAL,2003,1368
UTTARAKHAND,TOTAL,2002,1365
WEST BENGAL,TOTAL,2012,22991
WEST BENGAL,TOTAL,2011,21446
WEST BENGAL,TOTAL,2010,19389
WEST BENGAL,TOTAL,2008,17334
WEST BENGAL,TOTAL,2009,17133
WEST BENGAL,TOTAL,2004,14465
WEST BENGAL,TOTAL,2001,14245
WEST BENGAL,TOTAL,2007,13747
WEST BENGAL,TOTAL,2003,12613
WEST BENGAL,TOTAL,2006,12532
WEST BENGAL,TOTAL,2002,12449
WEST BENGAL,TOTAL,2005,12124
TAMIL NADU,TRICHY RLY.,2011,104
TAMIL NADU,TRICHY RLY.,2009,86
TAMIL NADU,TRICHY RLY.,2012,82
TAMIL NADU,TRICHY RLY.,2005,77
TAMIL NADU,TRICHY RLY.,2002,76
TAMIL NADU,TRICHY RLY.,2010,74
TAMIL NADU,TRICHY RLY.,2004,66
TAMIL NADU,TRICHY RLY.,2003,47
TAMIL NADU,TRICHY RLY.,2001,40
TAMIL NADU,TRICHY RLY.,2008,38
TAMIL NADU,TRICHY RLY.,2007,31
TAMIL NADU,TRICHY RLY.,2006,23
TAMIL NADU,TRICHY RURAL,2008,261
TAMIL NADU,TRICHY RURAL,2005,248
TAMIL NADU,TRICHY RURAL,2006,235
TAMIL NADU,TRICHY RURAL,2003,229
TAMIL NADU,TRICHY RURAL,2011,222
TAMIL NADU,TRICHY RURAL,2001,213
TAMIL NADU,TRICHY RURAL,2009,186
TAMIL NADU,TRICHY RURAL,2010,185
TAMIL NADU,TRICHY RURAL,2007,184
TAMIL NADU,TRICHY RURAL,2002,157
TAMIL NADU,TRICHY RURAL,2004,157
TAMIL NADU,TRICHY RURAL,2012,103
TAMIL NADU,TRICHY URBAN,2002,544
TAMIL NADU,TRICHY URBAN,2007,516
TAMIL NADU,TRICHY URBAN,2009,506
TAMIL NADU,TRICHY URBAN,2001,504
TAMIL NADU,TRICHY URBAN,2003,449
TAMIL NADU,TRICHY URBAN,2008,444
TAMIL NADU,TRICHY URBAN,2011,437
TAMIL NADU,TRICHY URBAN,2010,433
TAMIL NADU,TRICHY URBAN,2006,427
TAMIL NADU,TRICHY URBAN,2004,374
TAMIL NADU,TRICHY URBAN,2005,315
TAMIL NADU,TRICHY URBAN,2012,253
KERALA,TRIVANDRUM,2002,853
KERALA,TRIVANDRUM,2001,636
KERALA,TRIVANDRUM COMMR.,2009,621
KERALA,TRIVANDRUM COMMR.,2007,568
KERALA,TRIVANDRUM COMMR.,2008,494
KERALA,TRIVANDRUM COMMR.,2004,487
KERALA,TRIVANDRUM COMMR.,2005,484
KERALA,TRIVANDRUM COMMR.,2003,442
KERALA,TRIVANDRUM COMMR.,2010,424
KERALA,TRIVANDRUM COMMR.,2011,407
KERALA,TRIVANDRUM COMMR.,2006,371
KERALA,TRIVANDRUM COMMR.,2012,285
KERALA,TRIVANDRUM RURAL,2005,446
KERALA,TRIVANDRUM RURAL,2008,445
KERALA,TRIVANDRUM RURAL,2009,445
KERALA,TRIVANDRUM RURAL,2007,396
KERALA,TRIVANDRUM RURAL,2006,382
KERALA,TRIVANDRUM RURAL,2004,367
KERALA,TRIVANDRUM RURAL,2010,342
KERALA,TRIVANDRUM RURAL,2012,313
KERALA,TRIVANDRUM RURAL,2003,309
KERALA,TRIVANDRUM RURAL,2011,290
NAGALAND,TUENSANG,2011,17
NAGALAND,TUENSANG,2010,12
NAGALAND,TUENSANG,2012,12
NAGALAND,TUENSANG,2003,11
NAGALAND,TUENSANG,2004,9
NAGALAND,TUENSANG,2007,9
NAGALAND,TUENSANG,2001,5
NAGALAND,TUENSANG,2005,5
NAGALAND,TUENSANG,2006,5
NAGALAND,TUENSANG,2002,2
NAGALAND,TUENSANG,2008,2
NAGALAND,TUENSANG,2009,1
KARNATAKA,TUMKUR,2010,652
KARNATAKA,TUMKUR,2009,585
KARNATAKA,TUMKUR,2011,511
KARNATAKA,TUMKUR,2004,477
KARNATAKA,TUMKUR,2012,470
KARNATAKA,TUMKUR,2008,453
KARNATAKA,TUMKUR,2005,419
KARNATAKA,TUMKUR,2007,417
KARNATAKA,TUMKUR,2006,403
KARNATAKA,TUMKUR,2003,396
KARNATAKA,TUMKUR,2001,389
KARNATAKA,TUMKUR,2002,371
RAJASTHAN,UDAIPUR,2010,794
RAJASTHAN,UDAIPUR,2012,787
RAJASTHAN,UDAIPUR,2009,772
RAJASTHAN,UDAIPUR,2011,734
RAJASTHAN,UDAIPUR,2008,652
RAJASTHAN,UDAIPUR,2005,630
RAJASTHAN,UDAIPUR,2007,630
RAJASTHAN,UDAIPUR,2004,618
RAJASTHAN,UDAIPUR,2006,546
RAJASTHAN,UDAIPUR,2001,545
RAJASTHAN,UDAIPUR,2002,509
RAJASTHAN,UDAIPUR,2003,431
ASSAM,UDALGURI,2012,109
ASSAM,UDALGURI,2008,108
ASSAM,UDALGURI,2009,107
ASSAM,UDALGURI,2005,106
ASSAM,UDALGURI,2007,91
ASSAM,UDALGURI,2006,79
ASSAM,UDALGURI,2010,75
ASSAM,UDALGURI,2011,74
JAMMU & KASHMIR,UDHAMPUR,2001,117
JAMMU & KASHMIR,UDHAMPUR,2002,103
JAMMU & KASHMIR,UDHAMPUR,2004,90
JAMMU & KASHMIR,UDHAMPUR,2003,86
JAMMU & KASHMIR,UDHAMPUR,2005,64
JAMMU & KASHMIR,UDHAMPUR,2007,56
JAMMU & KASHMIR,UDHAMPUR,2006,54
JAMMU & KASHMIR,UDHAMPUR,2011,53
JAMMU & KASHMIR,UDHAMPUR,2008,51
JAMMU & KASHMIR,UDHAMPUR,2009,46
JAMMU & KASHMIR,UDHAMPUR,2012,40
JAMMU & KASHMIR,UDHAMPUR,2010,36
UTTARAKHAND,UDHAMSINGH NAGAR,2010,855
UTTARAKHAND,UDHAMSINGH NAGAR,2011,704
UTTARAKHAND,UDHAMSINGH NAGAR,2012,474
UTTARAKHAND,UDHAMSINGH NAGAR,2009,403
UTTARAKHAND,UDHAMSINGH NAGAR,2004,359
UTTARAKHAND,UDHAMSINGH NAGAR,2005,309
UTTARAKHAND,UDHAMSINGH NAGAR,2007,292
UTTARAKHAND,UDHAMSINGH NAGAR,2006,261
UTTARAKHAND,UDHAMSINGH NAGAR,2008,250
UTTARAKHAND,UDHAMSINGH NAGAR,2003,232
UTTARAKHAND,UDHAMSINGH NAGAR,2002,221
UTTARAKHAND,UDHAMSINGH NAGAR,2001,198
KARNATAKA,UDUPI,2011,175
KARNATAKA,UDUPI,2010,142
KARNATAKA,UDUPI,2008,133
KARNATAKA,UDUPI,2007,119
KARNATAKA,UDUPI,2012,115
KARNATAKA,UDUPI,2009,113
KARNATAKA,UDUPI,2001,112
KARNATAKA,UDUPI,2006,108
KARNATAKA,UDUPI,2003,107
KARNATAKA,UDUPI,2004,103
KARNATAKA,UDUPI,2005,90
KARNATAKA,UDUPI,2002,80
MADHYA PRADESH,UJJAIN,2004,1592
MADHYA PRADESH,UJJAIN,2002,1528
MADHYA PRADESH,UJJAIN,2001,1387
MADHYA PRADESH,UJJAIN,2003,1174
MADHYA PRADESH,UJJAIN,2008,1154
MADHYA PRADESH,UJJAIN,2011,1144
